substance_a,substance_b,substance_a_norm,substance_b_norm,severity,ansm_codes,mechanism,conduct,source_page
INSULINE,CHLORPROMAZINE,insuline,chlorpromazine,moderate,PE,A fortes posologies (100 mg par jour de chlorpromazine) : élévation de la glycémie (diminution de la libération de l'insuline).,Prévenir le patient et renforcer l'autosurveillance glycémique. Adapter éventuellement la posologie de l'insuline pendant le traitement par le neuroleptique et après son arrêt.,145
INSULINE,DANAZOL,insuline,danazol,high,ASDEC,Effet diabétogène du danazol.,"Si l'association ne peut être évitée, prévenir le patient et renforcer l'autosurveillance glycémique. Adapter éventuellement la posologie de l'insuline pendant le traitement par le danazol et après son arrêt.",145
INSULINE,INHIBITEURS DE L'ENZYME DE CONVERSION,insuline,inhibiteurs de l'enzyme de conversion,moderate,PE,L'utilisation des IEC peut entraîner une majoration de l'effet hypoglycémiant chez le diabétique traité par insuline. La survenue de malaises hypoglycémiques semble exceptionnelle (amélioration de la tolérance au glucose qui aurait pour conséquence une réduction des besoins en insuline).,Renforcer l'autosurveillance glycémique.,145
INTERFERON ALFA,"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",interferon alfa,"fluorouracile (et, par extrapolation, autres fluoropyrimidines)",low,APEC,Augmentation de la toxicité gastro-intestinale du fluorouracile.,,145
IPILIMUMAB,ANTICOAGULANTS ORAUX,ipilimumab,anticoagulants oraux,moderate,PE,Augmentation du risque d'hémorragies digestives.,Surveillance clinique étroite.,145
IRINOTECAN,INDUCTEURS ENZYMATIQUES,irinotecan,inducteurs enzymatiques,high,ASDEC,"Diminution probable des concentrations plasmatiques du métabolite actif de l'irinotécan, avec risque d'échec du traitement cytotoxique.",,145
IRINOTECAN,INHIBITEURS PUISSANTS DU CYP3A4,irinotecan,inhibiteurs puissants du cyp3a4,high,ASDEC,Risque de majoration des effets indésirables de l’irinotécan par augmentation des concentrations plasmatiques de son métabolite actif.,,145
IRINOTECAN,MILLEPERTUIS,irinotecan,millepertuis,critical,CI,"Diminution des concentrations plasmatiques du métabolite actif de l'irinotécan, avec risque d'échec du traitement cytotoxique.",,145
ISAVUCONAZOLE,INDUCTEURS ENZYMATIQUES,isavuconazole,inducteurs enzymatiques,critical,CI,Diminution des concentrations plasmatiques d’isavuconazole par augmentation de son métabolisme hépatique par l’inducteur.,,146
ISAVUCONAZOLE,INHIBITEURS PUISSANTS DU CYP3A4,isavuconazole,inhibiteurs puissants du cyp3a4,critical,CI;PE,Augmentation des concentrations plasmatiques d’isavuconazole par diminution de son métabolisme hépatique par l’inhibiteur.,Contre-indication: - avec le kétoconazole Précaution d'emploi: - avec les autres inhibiteurs puissants du CYP3A4,146
ISAVUCONAZOLE,MILLEPERTUIS,isavuconazole,millepertuis,critical,CI,Diminution des concentrations plasmatiques d’isavuconazole par augmentation de son métabolisme hépatique par le millepertuis.,,146
ISONIAZIDE,ANESTHÉSIQUES VOLATILS HALOGÉNÉS,isoniazide,anesthesiques volatils halogenes,moderate,PE,"Potentialisation de l'effet hépatotoxique de l'isonazide, avec formation accrue de métabolites toxiques de l'isoniazide.","En cas d'intervention programmée, arrêter, par prudence, le traitement par l'isoniazide une semaine avant l'intervention et ne le reprendre que 15 jours après.",146
ISONIAZIDE,CARBAMAZEPINE,isoniazide,carbamazepine,high,ASDEC,Augmentation des concentrations plasmatiques de carbamazépine avec signes de surdosage par inhibition de son métabolisme hépatique.,,146
ISONIAZIDE,DISULFIRAME,isoniazide,disulfirame,high,ASDEC,Troubles du comportement et de la coordination.,,146
ISONIAZIDE,GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),isoniazide,glucocorticoides (sauf hydrocortisone),moderate,PE,Décrit pour la prednisolone. Diminution des concentrations plasmatiques de l'isoniazide. Mécanisme invoqué : augmentation du métabolisme hépatique de l'isoniazide et diminution de celui des glucocorticoïdes.,Surveillance clinique et biologique.,146
ISONIAZIDE,KETOCONAZOLE,isoniazide,ketoconazole,moderate,PE,Diminution des concentrations plasmatiques de kétoconazole.,Espacer les prises des deux anti-infectieux d'au moins 12 heures. Surveiller les concentrations plasmatiques du kétoconazole et adapter éventuellement sa posologie.,146
ISONIAZIDE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",isoniazide,"phenytoine (et, par extrapolation, fosphenytoine)",moderate,PE,Surdosage en phénytoïne (diminution de son métabolisme).,"Surveillance clinique étroite, dosage des concentrations plasmatiques de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par l'isoniazide et après son arrêt.",146
ISONIAZIDE,PYRAZINAMIDE,isoniazide,pyrazinamide,moderate,PE,Addition des effets hépatotoxiques.,Surveillance clinique et biologique.,146
ISONIAZIDE,RIFAMPICINE,isoniazide,rifampicine,moderate,PE,Augmentation de l'hépatotoxicité de l'isoniazide (augmentation de la formation de métabolites toxiques de l'isoniazide).,"Surveillance clinique et biologique de cette association classique. En cas d'hépatite, arrêter l'isoniazide.",146
ISONIAZIDE,STAVUDINE,isoniazide,stavudine,moderate,PE,Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables.,"Surveillance clinique et biologique régulière, notamment en début d'association.",146
ISOPRENALINE,ANESTHÉSIQUES VOLATILS HALOGÉNÉS,isoprenaline,anesthesiques volatils halogenes,high,ASDEC,Troubles du rythme ventriculaire graves par augmentation de l'excitabilité cardiaque.,,146
ITRACONAZOLE,AFATINIB,itraconazole,afatinib,moderate,PE,Augmentation des concentrations plasmatique d’afatinib par augmentation de son absorption par l'itraconazole.,"Il est recommandé d’administrer l'itraconazole le plus à distance possible de l’afatinib, en respectant de préférence un intervalle de 6 heures ou de 12 heures par rapport à la prise d’afatinib.",147
ITRACONAZOLE,ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,itraconazole,antisecretoires antihistaminiques h2,low,APEC,"Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.",,147
ITRACONAZOLE,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,itraconazole,antisecretoires inhibiteurs de la pompe a protons,low,APEC,"Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.",,147
ITRACONAZOLE,APREPITANT,itraconazole,aprepitant,low,APEC,Augmentation des concentrations d’aprépitant par diminution de son métabolisme hépatique par l’itraconazole.,,147
ITRACONAZOLE,ATORVASTATINE,itraconazole,atorvastatine,critical,CI,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'atorvastatine).,,147
ITRACONAZOLE,BUPRENORPHINE,itraconazole,buprenorphine,moderate,PE,"Augmentation des concentrations de buprénorphine par diminution de son métabolisme hépatique, avec risque de majoration de ses effets indésirables.","Surveillance clinique et adaptation de la posologie de la buprénorphine pendant le traitement par l'inhibiteur et, le cas échéant, après son arrêt.",147
ITRACONAZOLE,BUSPIRONE,itraconazole,buspirone,high,ASDEC,"Augmentation des concentrations plasmatiques de la buspirone par diminution de son métabolisme hépatique, avec majoration importante de la sédation.",,147
ITRACONAZOLE,BUSULFAN,itraconazole,busulfan,high,ASDEC,Avec le busulfan à fortes doses : doublement des concentrations de busulfan par l’itraconazole.,,147
ITRACONAZOLE,DABIGATRAN,itraconazole,dabigatran,critical,CI,"Augmentation de plus du double des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement.",,147
ITRACONAZOLE,DIGOXINE,itraconazole,digoxine,moderate,PE,"Augmentation de la digoxinémie avec nausées, vomissements, troubles du rythme.","Surveillance clinique et, s'il y a lieu, de l'ECG et de la digoxinémie avec adaptation de la posologie de la digoxine pendant le traitement par l'itraconazole et après son arrêt.",147
ITRACONAZOLE,ÉDOXABAN,itraconazole,edoxaban,moderate,PE,"Augmentation des concentrations plasmatiques de l’édoxaban, avec majoration du risque de saignement.",Réduire la dose d’édoxaban de moitié.,147
ITRACONAZOLE,ELVITÉGRAVIR,itraconazole,elvitegravir,moderate,PE,Augmentation des concentrations plasmatiques d’elvitegravir par diminution de son métabolisme par l'itraconazole.,"Avec l’elvitegravir co-administré avec le cobicistat, surveillance clinique. Limiter la dose maximale d’itraconazole à 200 mg/j.",147
ITRACONAZOLE,HYDROQUINIDINE,itraconazole,hydroquinidine,moderate,PE,Risque d'acouphènes et/ou de diminution de l'acuité auditive : cinchonisme lié à une diminution du métabolisme hépatique de l'antiarythmique par l'itraconazole.,Surveillance des concentrations plasmatiques de l'antiarythmique et diminution éventuelle de sa posologie si nécessaire.,147
ITRACONAZOLE,IMMUNOSUPPRESSEURS,itraconazole,immunosuppresseurs,high,ASDEC,Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.,"En cas d’association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.",147
ITRACONAZOLE,INDUCTEURS ENZYMATIQUES,itraconazole,inducteurs enzymatiques,high,ASDEC,"Diminution des concentrations plasmatiques d’itraconazole, avec risque de perte d’efficacité, par augmentation de son métabolisme hépatique par l’inducteur.",,148
ITRACONAZOLE,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,itraconazole,inhibiteurs de proteases boostes par ritonavir,moderate,PE,Risque d’augmentation des concentrations d’itraconazole par l’inhibiteur de protéases.,Surveillance clinique lors de l’association. L’administration de doses élevées d’itraconazole (>200 mg par jour) n’est pas recommandée.,148
ITRACONAZOLE,MILLEPERTUIS,itraconazole,millepertuis,critical,CI,"Risque de diminution importante des concentrations plasmatiques d’itraconazole, avec risque de perte d’efficacité, par augmentation de son métabolisme hépatique par le millepertuis.",,148
ITRACONAZOLE,NINTÉDANIB,itraconazole,nintedanib,moderate,PE,Augmentation des concentrations plasmatiques du nintédanib par augmentation de son absorption par l'itraconazole.,Surveillance clinique pendant l’association.,148
ITRACONAZOLE,QUINIDINE,itraconazole,quinidine,moderate,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes, ainsi que d'acouphènes et/ou de diminution de l'acuité auditive (cinchonisme), par diminution du métabolisme hépatique de la quinidine.",Surveillance clinique.,148
ITRACONAZOLE,SALMETEROL,itraconazole,salmeterol,low,APEC,Augmentation importante des concentrations de salmétérol par diminution de son métabolisme hépatique par l'itraconazole.,,148
ITRACONAZOLE,TALAZOPARIB,itraconazole,talazoparib,moderate,PE,Augmentation des concentrations de talazoparib avec risque de majoration de la toxicité.,Réduire la dose de talazoparib.,148
ITRACONAZOLE,TÉNOFOVIR ALAFÉNAMIDE,itraconazole,tenofovir alafenamide,moderate,PE,Augmentation des concentrations plasmatiques du ténofovir alafénamide par augmentation de son absorption.,"En cas de co-administration avec l’itraconazole, la dose de ténofovir alafénamide doit être limitée à 10 mg par jour.",148
ITRACONAZOLE,TRABECTÉDINE,itraconazole,trabectedine,high,ASDEC,Risque d’augmentation des concentrations plasmatiques de la trabectedine par l’itraconazole.,"Si l’association est nécessaire, surveillance clinique et adaptation éventuelle de la posologie de la trabectedine pendant la durée du traitement par l’itraconazole.",148
ITRACONAZOLE,VENLAFAXINE,itraconazole,venlafaxine,low,APEC,Augmentation des concentrations de venlafaxine avec risque de surdosage.,,148
IVABRADINE,AZITHROMYCINE,ivabradine,azithromycine,moderate,PE,"Risque majoré de troubles du rythme ventriculaires, notamment de torsades de pointes. De plus, risque d'augmentation des concentrations plasmatiques de l’ivabradine par augmentation de son absorption par l’azithromycine.",Surveillance clinique et ECG pendant l’association.,148
IVABRADINE,DILTIAZEM,ivabradine,diltiazem,critical,CI,"Augmentation des concentrations plasmatiques de l’ivabradine et de ses effets indésirables, notamment cardiaques (inhibition de son métabolisme hépatique par le diltiazem), qui s’ajoutent aux effets bradycardisants de ces substances.",,148
IVABRADINE,INDUCTEURS ENZYMATIQUES PUISSANTS,ivabradine,inducteurs enzymatiques puissants,moderate,PE,"Risque de diminution de l'efficacité de l’ivabradine, par augmentation de son métabolisme par l’inducteur.",Surveillance clinique et adaptation de la posologie de l’ivabradine pendant l’association et après l’arrêt de l’inducteur.,148
IVABRADINE,INHIBITEURS PUISSANTS DU CYP3A4,ivabradine,inhibiteurs puissants du cyp3a4,critical,CI,Augmentation des concentrations plasmatiques de l’ivabradine et par conséquent de ses effets indésirables (inhibition de son métabolisme hépatique par l’inhibiteur).,,148
IVABRADINE,JOSAMYCINE,ivabradine,josamycine,critical,CI,Augmentation des concentrations plasmatiques de l'ivabradine et par conséquent de ses effets indésirables (inhibition de son métabolisme hépatique par la josamycine).,,149
IVABRADINE,MILLEPERTUIS,ivabradine,millepertuis,high,ASDEC,"Risque de diminution de l'efficacité de l’ivabradine, par augmentation de son métabolisme par le millepertuis.",,149
IVABRADINE,PAMPLEMOUSSE (JUS ET FRUIT),ivabradine,pamplemousse (jus et fruit),high,ASDEC,Augmentation des concentrations plasmatiques de l’ivabradine et de ses effets indésirables (inhibition de son métabolisme intestinal par le pamplemousse).,,149
IVABRADINE,RIFAMPICINE,ivabradine,rifampicine,moderate,PE,"Risque de diminution de l'efficacité de l’ivabradine, par augmentation de son métabolisme par la rifampicine.",Surveillance clinique et adaptation de la posologie de l’ivabradine pendant l’association et après l’arrêt de la rifampicine.,149
IVABRADINE,VERAPAMIL,ivabradine,verapamil,critical,CI,"Augmentation des concentrations plasmatiques de l’ivabradine et de ses effets indésirables, notamment cardiaques (augmentation de son absorption et inhibition de son métabolisme hépatique par le vérapamil), qui s’ajoutent aux effets bradycardisants de ces deux médicaments.",,149
IVACAFTOR (SEUL OU ASSOCIÉ),FLUCONAZOLE,ivacaftor (seul ou associe),fluconazole,moderate,PE,"Augmentation des concentrations d’ivacaftor, avec risque de majoration des effets indésirables.",Se référer à l'AMM pour les adaptations posologiques.,149
IVACAFTOR (SEUL OU ASSOCIÉ),INDUCTEURS ENZYMATIQUES,ivacaftor (seul ou associe),inducteurs enzymatiques,high,ASDEC,"Diminution importante des concentrations de l’ivacaftor, avec risque de perte d’efficacité.",,149
IVACAFTOR (SEUL OU ASSOCIÉ),INHIBITEURS PUISSANTS DU CYP3A4,ivacaftor (seul ou associe),inhibiteurs puissants du cyp3a4,moderate,PE,"Augmentation des concentrations d’ivacaftor, avec risque de majoration des effets indésirables.",Se référer à l'AMM pour les adaptations posologiques.,149
IVACAFTOR (SEUL OU ASSOCIÉ),PAMPLEMOUSSE (JUS ET FRUIT),ivacaftor (seul ou associe),pamplemousse (jus et fruit),high,ASDEC,Risque d’augmentation des concentrations plasmatiques d’ivacaftor par le jus de pamplemousse.,,149
JOSAMYCINE,CARBAMAZEPINE,josamycine,carbamazepine,moderate,PE,"Augmentation des concentrations plasmatiques de carbamazépine avec signes de surdosage, par diminution de son métabolisme hépatique.","Surveillance clinique et, si besoin, dosage plasmatique et réduction éventuelle de la posologie de la carbamazépine.",149
JOSAMYCINE,CICLOSPORINE,josamycine,ciclosporine,moderate,PE,Risque d'augmentation des concentrations sanguines de ciclosporine et de la créatininémie.,"Dosage des concentrations sanguines de la ciclosporine, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après l'arrêt du macrolide.",149
JOSAMYCINE,DISOPYRAMIDE,josamycine,disopyramide,moderate,PE,"Risque de majoration des effets indésirables du disopyramide : hypoglycémies sévères, allongement de l’intervalle QT et troubles du rythme ventriculaire graves, notamment à type de torsades de pointes.","Surveillance clinique, biologique et électrocardiographique régulière.",149
JOSAMYCINE,HALOFANTRINE,josamycine,halofantrine,high,ASDEC,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.","Si cela est possible, interrompre le macrolide. Si l’association ne peut être évitée, contrôle préalable du QT et surveillance ECG monitorée.",149
JOSAMYCINE,IVABRADINE,josamycine,ivabradine,critical,CI,Augmentation des concentrations plasmatiques de l'ivabradine et par conséquent de ses effets indésirables (inhibition de son métabolisme hépatique par la josamycine).,,150
JOSAMYCINE,PIMOZIDE,josamycine,pimozide,critical,CI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",,150
JOSAMYCINE,SILDENAFIL,josamycine,sildenafil,moderate,PE,"Augmentation des concentrations plasmatiques de sildénafil, avec risque d'hypotension.",Débuter le traitement par sildénafil à la dose minimale en cas d'association avec la josamycine.,150
JOSAMYCINE,TACROLIMUS,josamycine,tacrolimus,high,ASDEC,"Augmentation des concentrations sanguines de tacrolimus et de la créatininémie, par inhibition du métabolisme hépatique du tacrolimus par la josamycine.",,150
JOSAMYCINE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",josamycine,"theophylline (et, par extrapolation, aminophylline)",low,APEC,"Risque d'augmentation de la théophyllinémie, particulièrement chez l'enfant.",,150
KETAMINE,TICLOPIDINE,ketamine,ticlopidine,low,APEC,Augmentation des concentrations plasmatiques de kétamine par diminution de son métabolisme par la ticlopidine.,,150
KETOCONAZOLE,AFATINIB,ketoconazole,afatinib,moderate,PE,Augmentation des concentrations plasmatique d’afatinib par augmentation de son absorption par le kétoconazole.,"Il est recommandé d’administrer le kétoconazole le plus à distance possible de l’afatinib, en respectant de préférence un intervalle de 6 heures ou de 12 heures par rapport à la prise d’afatinib.",150
KETOCONAZOLE,ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,ketoconazole,antisecretoires antihistaminiques h2,low,APEC,"Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.",,150
KETOCONAZOLE,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,ketoconazole,antisecretoires inhibiteurs de la pompe a protons,low,APEC,"Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.",,150
KETOCONAZOLE,ATORVASTATINE,ketoconazole,atorvastatine,critical,CI,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'atorvastatine).,,150
KETOCONAZOLE,BUPRENORPHINE,ketoconazole,buprenorphine,moderate,PE,"Augmentation des concentrations de buprénorphine par diminution de son métabolisme hépatique, avec risque de majoration de ses effets indésirables.","Surveillance clinique et adaptation de la posologie de la buprénorphine pendant le traitement par l'inhibiteur et, le cas échéant, après son arrêt.",150
KETOCONAZOLE,DABIGATRAN,ketoconazole,dabigatran,critical,CI,"Augmentation de plus du double des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement.",,150
KETOCONAZOLE,ELVITÉGRAVIR,ketoconazole,elvitegravir,moderate,PE,Augmentation des concentrations plasmatiques d’elvitegravir par diminution de son métabolisme par le kétoconazole.,"Avec l’elvitegravir co-administré avec le cobicistat, surveillance clinique. Limiter la dose maximale de kétoconazole à 200 mg/j.",150
KETOCONAZOLE,FIDAXOMICINE,ketoconazole,fidaxomicine,high,ASDEC,Augmentation des concentrations plasmatiques de la fidaxomicine.,,150
KETOCONAZOLE,IMMUNOSUPPRESSEURS,ketoconazole,immunosuppresseurs,high,ASDEC,Augmentation très importante des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique.,"En cas d’association, contrôle strict de la fonction rénale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie.",151
KETOCONAZOLE,ISONIAZIDE,ketoconazole,isoniazide,moderate,PE,Diminution des concentrations plasmatiques de kétoconazole.,Espacer les prises des deux anti-infectieux d'au moins 12 heures. Surveiller les concentrations plasmatiques du kétoconazole et adapter éventuellement sa posologie.,151
KETOCONAZOLE,LERCANIDIPINE,ketoconazole,lercanidipine,high,ASDEC,"Risque majoré d'effets indesirables, notamment d'oedèmes, par diminution du métabolisme hépatique de la dihydropyridine.",,151
KETOCONAZOLE,NEVIRAPINE,ketoconazole,nevirapine,critical,CI,"Augmentation des concentrations plasmatiques de névirapine par diminution de son métabolisme hépatique par le kétoconazole, d'une part, et diminution des concentrations plasmatiques du kétoconazole par augmentation de son métabolisme hépatique par la névirapine, d'autre part.",,151
KETOCONAZOLE,NINTÉDANIB,ketoconazole,nintedanib,moderate,PE,Augmentation des concentrations plasmatiques du nintédanib par augmentation de son absorption par le kétoconazole.,Surveillance clinique pendant l’association.,151
KETOCONAZOLE,RIFAMPICINE,ketoconazole,rifampicine,high,ASDEC,Diminution des concentrations plasmatiques et de l'efficacité des deux anti-infectieux (induction enzymatique par la rifampicine et diminution de l'absorption intestinale par l’azolé antifongique).,,151
KETOCONAZOLE,SALMETEROL,ketoconazole,salmeterol,low,APEC,Augmentation importante des concentrations de salmétérol par diminution de son métabolisme hépatique par le kétoconazole.,,151
KETOCONAZOLE,TÉNOFOVIR ALAFÉNAMIDE,ketoconazole,tenofovir alafenamide,moderate,PE,Augmentation des concentrations plasmatiques du ténofovir alafénamide par augmentation de son absorption.,"En cas de co-administration avec le kétoconazole, la dose de ténofovir alafénamide doit être limitée à 10 mg par jour.",151
KETOCONAZOLE,VENLAFAXINE,ketoconazole,venlafaxine,low,APEC,Augmentation des concentrations de venlafaxine avec risque de surdosage.,,151
LAMIVUDINE,CLADRIBINE,lamivudine,cladribine,high,ASDEC,Risque de diminution de l’efficacité de la cladribine par la lamivudine.,,151
LAMIVUDINE,SORBITOL,lamivudine,sorbitol,high,ASDEC,Diminution des concentrations plasmatiques de lamivudine par le sorbitol.,"Si l’association ne peut être évitée, surveillance plus fréquente de la charge virale.",151
LAMOTRIGINE,CARBAMAZEPINE,lamotrigine,carbamazepine,moderate,PE,"Risque d'augmentation des effets neurologiques (vertiges, ataxie, diplopie) de la carbamazépine lors de l'introduction de la lamotrigine.",Surveillance clinique et réduction éventuelle de la posologie de la carbamazépine.,151
LAMOTRIGINE,ESTROPROGESTATIFS CONTRACEPTIFS,lamotrigine,estroprogestatifs contraceptifs,high,ASDEC;PE,Diminution des concentrations et de l’efficacité de la lamotrigine par augmentation de son métabolisme hépatique.,Association déconseillée: - Eviter de mettre en route une contraception orale pendant la période d'ajustement posologique de la lamotrigine. Précaution d'emploi: - Surveillance clinique et adaptation de la posologie de la lamotrigine lors de la mise en route d'une contraception orale et après son arrêt.,151
LAMOTRIGINE,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,lamotrigine,inhibiteurs de proteases boostes par ritonavir,high,ASDEC;PE,Risque de diminution des concentrations et de l’efficacité de la lamotrigine par augmentation de son métabolisme hépatique par le ritonavir.,Association déconseillée - Eviter de mettre en route le traitement par ritonavir pendant la période d’ajustement posologique de la lamotrigine. Précaution d'emploi - Surveillance clinique et adaptation de la posologie de la lamotrigine lors de la mise en route du traitement par ritonavir.,152
LAMOTRIGINE,OXCARBAZEPINE,lamotrigine,oxcarbazepine,moderate,PE,"Diminution des concentrations de la lamotrigine avec risque de moindre efficacité, par augmentation de son métabolisme hépatique par l'oxcarbazépine.","Surveillance clinique et contrôle des concentrations plasmatiques, avec adaptation de la posologie de la lamotrigine si besoin.",152
LAMOTRIGINE,"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",lamotrigine,"valproique (acide) et, par extrapolation, valpromide",high,ASDEC,"Risque majoré de réactions cutanées graves (syndrome de Lyell). Par ailleurs, augmentation des concentrations plasmatiques de lamotrigine (diminution de son métabolisme hépatique par le valproate de sodium).","Si l'association s'avère nécessaire, surveillance clinique étroite.",152
LANSOPRAZOLE,TACROLIMUS,lansoprazole,tacrolimus,moderate,PE,Augmentation des concentrations sanguines du tacrolimus.,"Dosage des concentrations sanguines du tacrolimus, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après son arrêt.",152
LAPATINIB,TÉDIZOLIDE,lapatinib,tedizolide,high,ASDEC,"Risque d’augmentation des concentrations plasmatiques du lapatinib, par augmentation de son absorption avec le tédizolide administré par voie orale, ou par diminution de son élimination avec le tédizolide administré par voie IV.",,152
LAXATIFS (TYPE MACROGOL),MÉDICAMENTS ADMINISTRÉS PAR VOIE ORALE,laxatifs (type macrogol),medicaments administres par voie orale,low,APEC,"Avec les laxatifs, notamment en vue d’explorations endoscopiques: risque de diminution de l’efficacité du médicament administré avec le laxatif.","Eviter la prise d’autres médicaments pendant et après l’ingestion dans un délai d’au moins 2 h après la prise du laxatif, voire jusqu’à la réalisation de l’examen.",152
LÉDIPASVIR,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,ledipasvir,antisecretoires inhibiteurs de la pompe a protons,moderate,PE,Diminution des concentrations du lédipasvir en cas d’administration de l’inhibiteur de la pompe à protons avant le lédipasvir.,Il est recommandé de prendre l'’inhibiteur de la pompe à protons et le lédipasvir simultanément.,152
LÉDIPASVIR,INDUCTEURS ENZYMATIQUES PUISSANTS,ledipasvir,inducteurs enzymatiques puissants,critical,CI,Diminution importante des concentrations plasmatiques du lédipasvir par augmentation de son métabolisme hépatique par l'inducteur enzymatique.,,152
LÉDIPASVIR,INHIBITEURS DE L'HMG-COA RÉDUCTASE (STATINES),ledipasvir,inhibiteurs de l'hmg-coa reductase (statines),critical,CI;PE,Risque d’augmentation des concentrations plasmatiques de la statine et de ses effets indésirables à type de rhabdomyolyse.,Contre-indication : - avec la rosuvastatine. Précaution d'emploi : - avec les autres inhibiteurs de l'HMG Co-A réductase. Surveillance clinique et biologique. Adaptation éventuelle de la posologie de la statine.,152
LÉDIPASVIR,MILLEPERTUIS,ledipasvir,millepertuis,critical,CI,Risque de diminution importante des concentrations plasmatiques du lédipasvir par augmentation de son métabolisme hépatique par le millepertuis.,,152
LÉDIPASVIR,RIFABUTINE,ledipasvir,rifabutine,critical,CI,"Diminution des concentrations plasmatiques de lédipasvir par la rifabutine, avec possible retentissement sur l’efficacité.",,152
LÉDIPASVIR,RIFAMPICINE,ledipasvir,rifampicine,critical,CI,Diminution importante des concentrations plasmatiques du lédipasvir par augmentation de son métabolisme hépatique par la rifampicine.,,153
LÉDIPASVIR,TENOFOVIR DISOPROXIL,ledipasvir,tenofovir disoproxil,moderate,PE,"Lors de sa co-administration avec un inhibiteur de protéase, augmentation des concentrations plasmatiques du ténofovir par le lédipasvir.","Surveillance clinique et biologique, notamment de la fonction rénale.",153
LÉNACAPAVIR,ATAZANAVIR,lenacapavir,atazanavir,high,ASDEC,"Lorsqu’il est associé au cobicistat, l’atazanavir provoque une augmentation très importante des concentrations de lénacapavir.",,153
LÉNACAPAVIR,EFAVIRENZ,lenacapavir,efavirenz,high,ASDEC,Diminution importante des concentrations de lénacapavir.,,153
LÉNACAPAVIR,INDUCTEURS ENZYMATIQUES PUISSANTS,lenacapavir,inducteurs enzymatiques puissants,critical,CI,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",,153
LÉNACAPAVIR,MILLEPERTUIS,lenacapavir,millepertuis,critical,CI,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",,153
LÉNACAPAVIR,OXCARBAZEPINE,lenacapavir,oxcarbazepine,critical,CI,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",,153
LÉNACAPAVIR,RIFAMPICINE,lenacapavir,rifampicine,critical,CI,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",,153
LENALIDOMIDE,INHIBITEURS DE L'HMG-COA RÉDUCTASE (STATINES),lenalidomide,inhibiteurs de l'hmg-coa reductase (statines),moderate,PE,Risque majoré de survenue de rhabdomyolyses.,"Renforcer le contrôle clinique et biologique, notamment durant les premières semaines de traitement.",153
LERCANIDIPINE,CICLOSPORINE,lercanidipine,ciclosporine,moderate,PE,Augmentation modérée des concentrations sanguines de l'immunosuppresseur et augmentation plus notable des concentrations de lercanidipine.,"Décaler les prises des deux médicaments. Dosage des concentrations sanguines de l'immunosuppresseur, et adaptation si nécessaire de sa posologie pendant l'association et après son arrêt.",153
